warning_type,tier,tier_weight,file,line,column,message,compile_unit,loc_file
type_conversion,A,3,f_ingy.f,420,14,Possible change of value in conversion from REAL(8) to REAL(4) at (1) [-Wconversion],f_ingy.f,f_ingy.f
type_conversion,A,3,f_ingy.f,423,15,Possible change of value in conversion from REAL(8) to REAL(4) at (1) [-Wconversion],f_ingy.f,f_ingy.f
type_conversion,A,3,f_ingy.f,430,10,Possible change of value in conversion from REAL(8) to REAL(4) at (1) [-Wconversion],f_ingy.f,f_ingy.f
type_conversion,A,3,f_ingy.f,577,15,Possible change of value in conversion from REAL(8) to REAL(4) at (1) [-Wconversion],f_ingy.f,f_ingy.f
type_conversion,A,3,f_ingy.f,807,23,Possible change of value in conversion from REAL(8) to REAL(4) at (1) [-Wconversion],f_ingy.f,f_ingy.f
type_conversion,A,3,f_ingy.f,812,34,Possible change of value in conversion from REAL(8) to REAL(4) at (1) [-Wconversion],f_ingy.f,f_ingy.f
type_conversion,A,3,f_ingy.f,835,23,Possible change of value in conversion from REAL(8) to REAL(4) at (1) [-Wconversion],f_ingy.f,f_ingy.f
type_conversion,A,3,f_ingy.f,841,33,Possible change of value in conversion from REAL(8) to REAL(4) at (1) [-Wconversion],f_ingy.f,f_ingy.f
unused_dummy_argument,B,1,f_west.f,303,42,Unused dummy argument ‘geosub’ at (1) [-Wunused-dummy-argument],f_west.f,f_west.f
deleted_feature,B,1,fia_ak_vol.for,327,20,Deleted feature: End expression in DO loop at (1) must be integer,fia_ak_vol.for,fia_ak_vol.for
unused_dummy_argument,B,1,fia_ak_vol.for,182,13,Unused dummy argument ‘errflg’ at (1) [-Wunused-dummy-argument],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_ak_vol.for,185,26,Unused variable ‘i’ declared at (1) [-Wunused-variable],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_ak_vol.for,185,28,Unused variable ‘j’ declared at (1) [-Wunused-variable],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_ak_vol.for,186,18,Unused variable ‘sv6’ declared at (1) [-Wunused-variable],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_ak_vol.for,576,51,Unused variable ‘dib’ declared at (1) [-Wunused-variable],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_ak_vol.for,576,18,Unused variable ‘xll’ declared at (1) [-Wunused-variable],fia_ak_vol.for,fia_ak_vol.for
unused_dummy_argument,B,1,fia_ak_vol.for,14,13,Unused dummy argument ‘errflg’ at (1) [-Wunused-dummy-argument],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_ak_vol.for,17,26,Unused variable ‘i’ declared at (1) [-Wunused-variable],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_ak_vol.for,17,28,Unused variable ‘j’ declared at (1) [-Wunused-variable],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_ak_vol.for,372,17,Unused variable ‘spn’ declared at (1) [-Wunused-variable],fia_ak_vol.for,fia_ak_vol.for
uninitialized,A,3,fia_ak_vol.for,642,72,‘stump’ may be used uninitialized [-Wmaybe-uninitialized],fia_ak_vol.for,fia_ak_vol.for
unused_variable,B,1,fia_east_vol.for,17,31,Unused variable ‘sawcu’ declared at (1) [-Wunused-variable],fia_east_vol.for,fia_east_vol.for
tab_character,B,1,fia_kemp_vol.for,79,12,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,80,12,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,81,12,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,82,12,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,83,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,84,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,85,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,86,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,87,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,88,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,89,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,90,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,193,12,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,194,12,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,195,12,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,196,12,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,197,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,198,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,199,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,200,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,201,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,202,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,203,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
tab_character,B,1,fia_kemp_vol.for,204,13,Nonconforming tab character at (1) [-Wtabs],fia_kemp_vol.for,fia_kemp_vol.for
unused_dummy_argument,B,1,fia_nc.f,1,41,Unused dummy argument ‘httot’ at (1) [-Wunused-dummy-argument],fia_nc.f,fia_nc.f
unused_variable,B,1,fia_nc.f,6,56,Unused variable ‘stems’ declared at (1) [-Wunused-variable],fia_nc.f,fia_nc.f
tab_character,B,1,fia_nc_vol.for,56,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,57,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,58,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,59,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,60,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,61,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,62,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,63,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,64,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,65,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,66,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,67,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,68,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,69,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,70,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,71,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,72,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,73,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,74,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,75,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,76,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,77,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,78,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,79,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
tab_character,B,1,fia_nc_vol.for,80,13,Nonconforming tab character at (1) [-Wtabs],fia_nc_vol.for,fia_nc_vol.for
unused_dummy_argument,B,1,fia_nc_vol.for,349,49,Unused dummy argument ‘errflag’ at (1) [-Wunused-dummy-argument],fia_nc_vol.for,fia_nc_vol.for
unused_variable,B,1,fia_nc_vol.for,352,37,Unused variable ‘half’ declared at (1) [-Wunused-variable],fia_nc_vol.for,fia_nc_vol.for
unused_variable,B,1,fia_nc_vol.for,352,21,Unused variable ‘loc’ declared at (1) [-Wunused-variable],fia_nc_vol.for,fia_nc_vol.for
unused_variable,B,1,fia_nc_vol.for,169,26,Unused variable ‘httot’ declared at (1) [-Wunused-variable],fia_nc_vol.for,fia_nc_vol.for
unused_dummy_argument,B,1,fia_ne.f,1,41,Unused dummy argument ‘httot’ at (1) [-Wunused-dummy-argument],fia_ne.f,fia_ne.f
unused_dummy_argument,B,1,fia_ne.f,1,46,Unused dummy argument ‘vol’ at (1) [-Wunused-dummy-argument],fia_ne.f,fia_ne.f
unused_dummy_argument,B,1,fia_ne_vol.for,15,44,Unused dummy argument ‘httot’ at (1) [-Wunused-dummy-argument],fia_ne_vol.for,fia_ne_vol.for
unused_variable,B,1,fia_nw.f,229,42,Unused variable ‘first’ declared at (1) [-Wunused-variable],fia_nw.f,fia_nw.f
unused_variable,B,1,fia_nw.f,230,32,Unused variable ‘mstmbrk’ declared at (1) [-Wunused-variable],fia_nw.f,fia_nw.f
unused_dummy_argument,B,1,fia_nw_tarif.for,723,37,Unused dummy argument ‘errflg’ at (1) [-Wunused-dummy-argument],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,727,31,Unused variable ‘loglen’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,728,48,Unused variable ‘sv32’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,641,24,Unused variable ‘cvtype’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,105,31,Unused variable ‘loglen’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,227,26,Unused variable ‘i’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,227,32,Unused variable ‘idx’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,227,28,Unused variable ‘j’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,227,17,Unused variable ‘spn’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_dummy_argument,B,1,fia_nw_tarif.for,561,60,Unused dummy argument ‘bfmind’ at (1) [-Wunused-dummy-argument],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,602,41,Unused variable ‘dbh’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,602,44,Unused variable ‘ht’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,604,17,Unused variable ‘spn’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,683,52,Unused variable ‘cv4’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_nw_tarif.for,684,24,Unused variable ‘cvtype’ declared at (1) [-Wunused-variable],fia_nw_tarif.for,fia_nw_tarif.for
unused_variable,B,1,fia_pi.f,6,40,Unused variable ‘wden’ declared at (1) [-Wunused-variable],fia_pi.f,fia_pi.f
unused_dummy_argument,B,1,fia_pi_vol.for,11,32,Unused dummy argument ‘dia’ at (1) [-Wunused-dummy-argument],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,12,22,Unused variable ‘upd’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,276,43,Unused variable ‘cv4’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,276,39,Unused variable ‘cvts’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,275,58,Unused variable ‘dia_centroid’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,276,25,Unused variable ‘dia_top’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,275,36,Unused variable ‘dia_upper’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,275,26,Unused variable ‘ht_break’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,275,70,Unused variable ‘ht_centroid’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,276,17,Unused variable ‘ht_dbh’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,276,34,Unused variable ‘ht_stump’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pi_vol.for,275,45,Unused variable ‘ht_upper’ declared at (1) [-Wunused-variable],fia_pi_vol.for,fia_pi_vol.for
uninitialized,A,3,fia_pi_vol.for,139,72,‘taper_angel’ may be used uninitialized [-Wmaybe-uninitialized],fia_pi_vol.for,fia_pi_vol.for
uninitialized,A,3,fia_pi_vol.for,152,72,‘dia_top’ may be used uninitialized [-Wmaybe-uninitialized],fia_pi_vol.for,fia_pi_vol.for
unused_variable,B,1,fia_pnw266.for,51,34,Unused variable ‘d2h’ declared at (1) [-Wunused-variable],fia_pnw266.for,fia_pnw266.for
unused_dummy_argument,B,1,fia_pnw266.for,47,47,Unused dummy argument ‘mtopp’ at (1) [-Wunused-dummy-argument],fia_pnw266.for,fia_pnw266.for
unused_variable,B,1,fia_pnw266.for,134,24,Unused variable ‘spn’ declared at (1) [-Wunused-variable],fia_pnw266.for,fia_pnw266.for
unused_variable,B,1,fia_rm.f,161,35,Unused variable ‘done’ declared at (1) [-Wunused-variable],fia_rm.f,fia_rm.f
unused_variable,B,1,fia_rm.f,161,43,Unused variable ‘errflg’ declared at (1) [-Wunused-variable],fia_rm.f,fia_rm.f
unused_variable,B,1,fia_rm.f,161,29,Unused variable ‘last’ declared at (1) [-Wunused-variable],fia_rm.f,fia_rm.f
unused_variable,B,1,fia_rm.f,204,72,Unused variable ‘wt_bra_m’ declared at (1) [-Wunused-variable],fia_rm.f,fia_rm.f
unused_variable,B,1,fia_se_vol.for,18,31,Unused variable ‘sawcu’ declared at (1) [-Wunused-variable],fia_se_vol.for,fia_se_vol.for
type_conversion,A,3,fia_vol_r1.for,116,14,Possible change of value in conversion from REAL(4) to INTEGER(4) at (1) [-Wconversion],fia_vol_r1.for,fia_vol_r1.for
unused_variable,B,1,fia_vol_r1.for,23,19,Unused variable ‘cvt’ declared at (1) [-Wunused-variable],fia_vol_r1.for,fia_vol_r1.for
unused_variable,B,1,fia_vol_r234.for,100,71,Unused variable ‘htup’ declared at (1) [-Wunused-variable],fia_vol_r234.for,fia_vol_r234.for
tab_character,B,1,fia_vol_r5610.for,70,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,71,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,72,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,73,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,74,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,75,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,76,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,77,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,80,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,81,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,82,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,83,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,84,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,85,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,86,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,87,13,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,90,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,91,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
tab_character,B,1,fia_vol_r5610.for,92,12,Nonconforming tab character at (1) [-Wtabs],fia_vol_r5610.for,fia_vol_r5610.for
